THRUST
; AeroTech I200W
; converted from TMT test stand data 1999 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 358g, propellant weight: 182g
0.00	0.00
0.02	319.57
0.07	274.65
0.12	272.17
0.17	273.54
0.22	270.97
0.27	273.22
0.32	268.92
0.37	258.82
0.42	257.41
0.46	252.16
0.51	246.79
0.56	248.45
0.61	238.28
0.66	238.19
0.71	235.63
0.76	233.71
0.81	234.03
0.86	231.31
0.91	227.98
0.96	225.74
1.01	221.46
1.05	219.67
1.10	215.04
1.15	184.96
1.20	163.50
1.25	147.91
1.30	122.13
1.35	100.68
1.40	86.88
1.45	66.17
1.50	37.52
1.55	31.29
1.59	29.16
1.64	22.61
1.69	21.53
1.74	13.45
-1.00
