THRUST
; Cesaroni J360
; converted from TMT test stand data 2002 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 709g, propellant weight: 409g
0.00	0.00
0.02	504.15
0.07	754.78
0.12	605.99
0.17	571.28
0.22	560.72
0.27	560.96
0.32	553.22
0.37	559.12
0.42	559.02
0.47	564.02
0.52	560.96
0.57	562.09
0.62	563.97
0.67	564.12
0.72	565.06
0.77	567.70
0.82	563.69
0.87	551.34
0.92	539.50
0.97	526.67
1.02	517.33
1.07	505.64
1.12	488.99
1.17	460.79
1.22	442.30
1.27	427.43
1.32	416.37
1.37	397.13
1.42	319.45
1.47	255.22
1.52	225.00
1.57	177.18
1.62	151.76
1.66	129.57
1.71	98.85
1.76	86.40
1.81	72.06
1.86	51.54
1.91	39.85
1.96	32.02
2.01	17.64
2.06	5.00
-1.00
