THRUST
; AeroTech H112J
; converted from TMT test stand data 1999 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 379g, propellant weight: 188g
0.00	0.00
0.02	56.04
0.07	102.17
0.12	104.86
0.17	101.44
0.22	101.10
0.27	101.10
0.32	102.02
0.37	101.94
0.42	102.87
0.47	102.65
0.52	103.61
0.57	103.98
0.62	105.14
0.66	104.05
0.71	104.21
0.76	103.28
0.81	102.65
0.86	104.12
0.91	103.79
0.96	103.76
1.01	104.95
1.06	105.46
1.11	104.86
1.16	104.39
1.21	105.65
1.26	104.07
1.31	103.23
1.36	101.80
1.41	103.33
1.45	101.68
1.50	102.68
1.55	101.89
1.60	99.95
1.65	99.75
1.70	99.53
1.75	98.19
1.80	97.86
1.85	95.03
1.90	95.17
1.95	91.62
2.00	90.03
2.05	87.95
2.10	84.95
2.14	83.13
2.19	80.53
2.24	78.49
2.29	78.04
2.34	75.25
2.39	72.89
2.44	70.98
2.49	68.44
2.54	66.68
2.59	65.66
2.64	62.83
2.69	58.66
2.74	51.57
2.79	40.23
2.84	29.01
2.89	20.62
2.94	13.39
2.98	8.25
3.03	5.24
3.08	3.63
3.13	3.15
3.18	1.81
3.23	1.16
-1.00
