THRUST
; Cesaroni I240
; converted from TMT test stand data 2002 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 504g, propellant weight: 275g
0.00	0.00
0.02	204.31
0.07	341.32
0.12	320.03
0.17	314.14
0.22	313.83
0.27	312.90
0.32	312.57
0.37	312.85
0.42	313.28
0.47	313.04
0.52	315.58
0.57	319.69
0.62	325.26
0.67	326.44
0.72	327.01
0.77	326.77
0.81	327.60
0.86	326.15
0.91	325.43
0.96	322.42
1.01	321.31
1.06	320.60
1.11	318.50
1.16	312.95
1.21	305.89
1.26	304.15
1.31	297.74
1.36	295.58
1.41	289.37
1.46	285.83
1.51	277.79
1.56	275.30
1.61	264.46
1.66	259.75
1.71	230.62
1.76	163.70
1.80	138.22
1.85	102.66
1.90	64.48
1.95	43.72
2.00	26.56
2.05	12.77
2.10	6.27
2.15	2.54
2.20	2.06
-1.00
