THRUST
; AeroTech H242T
; converted from TMT test stand data 1997 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 269g, propellant weight: 116g
0.00	0.00
0.02	154.14
0.07	196.18
0.12	200.47
0.17	206.28
0.22	208.73
0.27	211.16
0.32	211.95
0.37	210.31
0.41	209.22
0.46	208.45
0.51	207.12
0.56	205.80
0.61	203.08
0.66	197.84
0.71	192.94
0.76	189.14
0.81	184.42
0.86	179.80
0.91	175.16
0.95	167.53
1.00	161.95
1.05	158.08
1.10	151.07
1.15	145.22
1.20	140.08
1.25	137.10
1.30	109.30
1.35	69.91
1.39	30.36
1.44	7.43
1.49	1.68
1.54	0.52
-1.00
