THRUST
; AeroTech I284W
; converted from TMT test stand data 1997 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 556g, propellant weight: 314g
0.00	0.00
0.02	322.77
0.07	482.12
0.12	483.96
0.17	483.09
0.22	487.09
0.27	484.79
0.32	491.45
0.37	496.77
0.42	506.46
0.46	508.48
0.51	506.26
0.56	495.81
0.61	484.51
0.66	483.11
0.71	467.16
0.76	452.76
0.81	426.57
0.86	404.39
0.91	382.44
0.96	366.31
1.01	353.05
1.05	338.35
1.10	322.17
1.15	307.74
1.20	293.68
1.25	280.16
1.30	273.26
1.35	254.24
1.40	206.90
1.45	133.07
1.50	72.93
1.55	43.14
1.59	28.39
1.64	18.72
1.69	13.03
1.74	9.70
-1.00
